11420,291
11421,408
11422,521
11423,224
11426,170
11427,172
11428,171
11429,215
11432,418
11433,351
11434,892
11435,518
11436,46
11501,525
11507,418
11509,160
11510,1400
11514,185
11516,321
11518,400
11520,1200
11530,5800
11542,307
11545,3700
11547,43
11548,124
11550,1800
11552,1900
11553,1800
11554,1600
11557,443
11558,255
11559,1100
11560,313
11561,3700
11563,487
11565,642
11566,1200
11568,1200
11569,12
11570,1600
11572,1300
11575,413
11576,1100
11577,327
11579,65
11580,552
11581,1900
11590,1300
11596,431
11598,364
11691,63
11692,55
11693,112
11694,80
11697,138
11701,849
11702,1700
11703,262
11704,2200
11705,388
11706,1400
11709,181
11710,1100
11713,327
11714,1200
11715,189
11716,513
11717,700
11718,165
11719,236
11720,619
11721,144
11722,636
11724,470
11725,529
11726,724
11727,473
11729,761
11730,398
11731,486
11732,471
11733,1100
11735,1100
11738,594
11739,93
11740,498
11741,670
11742,651
11743,1800
11746,2500
11747,761
11749,134
11751,411
11752,565
11753,1000
11754,364
11755,620
11756,1400
11757,721
11758,2600
11762,872
11763,440
11764,304
11765,60
11766,340
11767,220
11768,1400
11769,377
11770,27
11771,2400
11772,902
11776,429
11777,264
11778,189
11779,1700
11780,388
11782,1100
11783,1100
11784,583
11786,121
11787,496
11788,2000
11789,71
11790,463
11791,2900
11792,69
11793,3200
11795,598
11796,97
11797,744
11798,805
11801,1100
11803,913
11804,976
11901,340
11930,180
11932,269
11933,429
11934,146
11935,75
11937,124
11939,82
11940,101
11941,24
11942,145
11944,97
11946,321
11947,44
11948,75
11949,512
11950,161
11951,427
11952,56
11953,313
11954,104
11955,92
11956,46
11957,195
11958,73
11959,104
11960,28
11961,145
11962,113
11963,328
11964,249
11965,254
11967,829
11968,248
11970,21
11971,109
11972,103
11975,120
11976,307
11977,76
11978,349
11980,335
12008,63
12009,133
12010,63
12015,192
12017,173
12018,35
12019,194
12020,247
12022,49
12023,16
12025,87
12027,41
12028,41
12029,226
12031,270
12032,7
12033,553
12035,28
12036,20
12037,118
12040,57
12041,596
12042,144
12043,32
12045,13
12046,153
12047,431
12051,194
12052,132
12053,20
12054,981
12056,347
12057,85
12058,178
12059,117
12060,51
12061,915
12062,81
12063,7
12064,26
12065,919
12066,14
12067,536
12068,42
12069,81
12070,146
12071,51
12072,10
12074,16
12075,44
12076,7
12077,397
12078,39
12083,60
12084,338
12085,19
12086,108
12087,86
12089,7
12090,76
12092,53
12093,10
12094,21
12095,73
12106,168
12108,8
12110,1400
12115,102
12116,39
12117,76
12118,196
12120,62
12121,492
12122,15
12123,453
12124,13
12125,199
12130,23
12131,160
12132,140
12134,14
12136,87
12137,312
12138,50
12139,920
12140,53
12143,185
12144,1000
12147,43
12148,1000
12149,30
12150,7
12151,136
12153,127
12154,34
12155,39
12156,157
12157,28
12158,549
12159,1100
12160,45
12161,6
12164,13
12165,24
12166,39
12167,13
12168,177
12169,7
12170,383
12172,23
12173,168
12174,194
12175,36
12176,20
12177,138
12180,271
12182,935
12183,181
12184,115
12185,15
12186,536
12187,50
12188,834
12189,565
12190,14
12192,119
12193,50
12195,96
12196,105
12197,30
12198,981
12202,321
12204,774
12205,1400
12207,345
12208,650
12209,348
12210,345
12211,886
12302,477
12303,1200
12304,426
12305,283
12306,469
12307,107
12308,295
12309,1300
12401,193
12404,156
12405,110
12406,28
12409,248
12410,12
12411,15
12412,19
12413,130
12414,104
12416,13
12417,26
12418,75
12419,94
12420,48
12421,39
12422,62
12423,71
12424,101
12427,152
12428,32
12429,8
12430,44
12431,115
12432,46
12433,41
12434,21
12435,98
12436,183
12439,99
12440,155
12442,73
12443,335
12444,69
12446,38
12448,34
12449,196
12451,186
12452,5
12453,52
12454,24
12455,20
12456,102
12457,80
12458,31
12459,166
12460,8
12461,96
12463,163
12464,25
12465,11
12466,107
12468,6
12469,46
12470,125
12471,14
12472,60
12473,127
12474,37
12475,7
12477,135
12480,40
12481,103
12482,10
12483,29
12484,288
12485,27
12486,15
12487,444
12489,75
12491,292
12492,20
12493,98
12494,76
12496,29
12498,314
12501,89
12502,48
12503,58
12504,42
12507,30
12508,647
12513,80
12514,171
12515,104
12516,61
12517,110
12518,139
12520,64
12521,101
12522,136
12523,124
12524,681
12525,194
12526,224
12528,365
12529,22
12530,146
12531,353
12533,194
12534,109
12538,549
12540,438
12542,880
12543,496
12545,49
12546,37
12547,293
12548,24
12549,163
12550,656
12553,712
12561,143
12563,597
12564,263
12565,6
12566,156
12567,22
12569,457
12570,215
12571,105
12572,312
12574,209
12575,538
12577,170
12578,385
12580,413
12581,92
12582,517
12583,293
12585,37
12586,437
12589,68
12590,805
12592,80
12594,160
12601,389
12603,581
12701,62
12719,57
12720,93
12721,266
12722,38
12723,53
12724,11
12725,265
12726,59
12729,144
12732,78
12733,46
12734,116
12736,252
12737,14
12738,25
12740,25
12741,10
12742,69
12743,11
12745,22
12746,113
12747,110
12748,84
12749,12
12750,25
12751,57
12752,5
12754,121
12758,11
12759,41
12760,46
12762,125
12763,110
12764,33
12765,6
12766,23
12767,10
12768,56
12769,27
12770,14
12771,126
12775,41
12776,15
12777,14
12778,17
12779,57
12780,107
12781,18
12783,112
12785,275
12786,119
12787,28
12788,108
12789,26
12790,39
12791,17
12792,15
12801,164
12803,159
12804,249
12808,27
12809,37
12810,5
12812,6
12814,30
12815,49
12816,23
12817,16
12819,44
12821,6
12822,17
12823,8
12824,135
12827,15
12828,161
12831,81
12832,14
12833,237
12834,38
12835,26
12836,6
12837,50
12838,607
12839,255
12841,40
12842,6
12843,18
12844,88
12845,292
12846,121
12847,7
12849,43
12850,53
12851,11
12852,64
12853,17
12855,89
12856,17
12857,6
12858,11
12859,209
12860,38
12861,26
12863,50
12864,7
12865,7
12866,243
12870,10
12871,61
12872,9
12873,31
12874,37
12878,11
12883,16
12884,12
12885,19
12886,30
12887,23
12901,92
12903,73
12910,25
12912,14
12913,19
12914,57
12916,16
12917,26
12918,58
12919,37
12920,5
12921,30
12922,369
12923,5
12924,448
12926,23
12927,28
12928,10
12929,9
12930,471
12932,5
12934,8
12935,136
12936,50
12937,35
12939,97
12941,18
12942,87
12943,74
12944,11
12945,34
12946,97
12950,21
12952,5
12953,42
12955,10
12956,22
12957,15
12958,18
12959,10
12960,10
12961,16
12962,55
12964,25
12965,7
12966,22
12967,6
12969,5
12970,113
12972,14
12973,16
12974,20
12975,13
12976,7
12978,851
12979,18
12980,47
12981,153
12983,32
12985,19
12986,16
12987,16
12989,132
12992,9
12993,11
12996,7
12997,69
12998,19
13020,10
13021,98
13026,31
13027,104
13028,106
13029,325
13030,470
13031,704
13032,57
13033,9
13035,21
13036,49
13037,65
13039,743
13040,10
13041,675
13042,48
13044,34
13045,80
13051,58
13052,10
13053,99
13054,123
13057,720
13060,271
13061,38
13063,71
13064,6
13066,668
13068,203
13069,38
13071,50
13072,18
13073,47
13074,36
13076,17
13077,22
13078,620
13080,161
13081,44
13082,538
13083,10
13084,25
13087,89
13088,539
13090,814
13092,23
13101,80
13103,18
13104,133
13108,475
13110,104
13111,39
13112,223
13113,5
13114,32
13115,73
13116,11
13117,139
13118,13
13120,607
13122,27
13123,6
13124,196
13126,60
13131,15
13132,262
13134,12
13135,74
13136,8
13140,19
13141,34
13142,38
13143,22
13144,31
13145,34
13146,10
13147,47
13148,59
13152,44
13153,8
13155,8
13156,75
13157,16
13158,14
13159,14
13160,120
13162,17
13163,5
13164,680
13165,119
13166,34
13167,39
13202,336
13203,344
13204,540
13205,471
13206,575
13207,480
13208,608
13209,810
13210,513
13211,564
13212,509
13214,475
13215,642
13219,437
13224,515
13301,8
13302,29
13303,6
13304,170
13305,30
13308,92
13309,9
13310,33
13312,5
13313,9
13314,472
13315,31
13316,231
13317,25
13318,51
13319,16
13320,16
13321,21
13322,282
13323,306
13324,329
13325,5
13326,40
13327,76
13328,268
13329,9
13331,10
13332,33
13333,59
13334,65
13335,6
13337,53
13338,82
13339,26
13340,169
13341,11
13342,5
13343,8
13345,11
13346,52
13348,14
13350,75
13353,56
13354,201
13355,49
13357,20
13360,15
13361,18
13362,129
13363,80
13364,459
13365,24
13367,404
13368,7
13402,56
13403,362
13404,15
13406,74
13407,64
13408,82
13409,115
13410,8
13411,15
13413,318
13415,238
13416,36
13417,131
13418,489
13420,26
13421,77
13424,152
13425,186
13428,91
13431,22
13433,7
13435,10
13436,12
13437,96
13438,19
13439,12
13440,87
13450,212
13452,12
13454,6
13456,307
13459,30
13460,14
13461,32
13464,32
13468,7
13469,14
13470,6
13471,152
13473,26
13475,80
13476,205
13477,156
13478,180
13480,73
13483,9
13485,9
13486,16
13488,213
13489,13
13490,331
13491,9
13492,368
13493,8
13494,19
13495,167
13501,321
13502,222
13601,134
13602,145
13603,40
13605,11
13606,129
13607,64
13608,5
13612,150
13613,20
13614,46
13615,96
13616,128
13617,21
13618,12
13619,19
13620,7
13621,12
13622,12
13623,198
13624,27
13625,7
13626,8
13628,19
13630,5
13633,44
13634,28
13635,474
13636,7
13637,147
13638,8
13639,7
13640,92
13641,52
13642,9
13646,5
13648,45
13650,6
13651,6
13652,6
13654,5
13655,90
13656,26
13658,5
13659,13
13660,5
13661,13
13662,31
13664,32
13665,19
13666,5
13667,30
13668,40
13669,39
13670,7
13672,62
13673,8
13674,26
13675,50
13676,40
13678,50
13679,5
13680,56
13681,12
13682,107
13684,42
13685,11
13687,78
13690,5
13691,10
13692,29
13693,25
13694,14
13695,5
13697,45
13730,24
13731,8
13732,208
13733,24
13734,94
13736,8
13739,30
13740,47
13743,46
13744,390
13746,13
13748,297
13750,46
13751,5
13752,16
13753,15
13754,11
13755,7
13757,28
13760,216
13774,126
13775,5
13776,36
13777,335
13778,13
13780,56
13782,12
13783,14
13784,25
13786,20
13787,5
13788,20
13790,395
13794,23
13796,95
13797,34
13801,9
13802,251
13803,6
13804,28
13806,26
13807,118
13808,69
13809,56
13810,63
13811,10
13812,89
13813,39
13815,24
13820,80
13825,18
13827,51
13830,23
13832,35
13833,241
13834,45
13835,10
13838,31
13839,29
13841,28
13842,30
13843,7
13844,16
13846,172
13847,187
13849,18
13850,393
13856,9
13859,6
13860,85
13861,62
13862,18
13863,31
13864,56
13865,14
13901,377
13903,385
13904,151
13905,368
14001,64
14004,350
14005,94
14006,121
14008,75
14009,27
14011,17
14012,60
14013,104
14020,70
14024,5
14025,191
14026,37
14028,76
14030,69
14031,782
14032,792
14033,257
14034,52
14035,9
14036,127
14037,104
14039,298
14040,119
14041,9
14042,29
14043,497
14047,230
14048,79
14051,1300
14052,95
14054,99
14055,68
14057,213
14058,105
14059,896
14060,40
14061,35
14062,6
14063,68
14065,13
14066,36
14067,85
14068,479
14069,14
14070,10
14072,1700
14075,365
14080,126
14081,63
14082,5
14085,99
14086,1100
14091,59
14092,690
14094,87
14098,54
14101,14
14102,41
14103,28
14105,34
14108,116
14111,24
14113,37
14120,1100
14125,117
14126,7
14127,713
14129,34
14130,17
14131,431
14132,698
14134,10
14135,89
14136,96
14138,13
14139,123
14141,26
14143,108
14145,78
14150,2000
14167,38
14168,10
14169,35
14170,352
14171,23
14172,112
14173,9
14174,355
14201,405
14202,382
14203,659
14204,797
14206,889
14207,898
14208,503
14209,485
14210,791
14211,1000
14212,991
14213,439
14214,1100
14215,1100
14216,1000
14217,771
14218,1400
14219,303
14220,740
14221,1600
14222,469
14223,375
14224,1600
14225,766
14226,1000
14227,571
14228,1500
14301,514
14303,515
14304,1100
14305,493
14411,14
14414,53
14415,118
14416,37
14418,47
14420,92
14422,137
14423,44
14424,70
14425,338
14427,50
14428,140
14432,97
14433,17
14435,83
14437,28
14441,19
14445,115
14450,992
14454,62
14456,88
14462,261
14464,95
14466,61
14467,229
14468,166
14469,140
14470,58
14471,10
14472,70
14475,265
14476,70
14477,57
14478,47
14479,49
14480,15
14481,77
14482,33
14485,147
14486,7
14487,83
14489,40
14502,167
14504,8
14505,102
14506,7
14507,43
14510,51
14511,13
14512,14
14513,45
14514,789
14516,52
14517,57
14519,242
14521,43
14522,118
14525,26
14526,244
14527,31
14529,28
14530,29
14532,157
14533,114
14534,1200
14536,17
14537,44
14539,113
14541,95
14542,50
14543,512
14544,104
14545,78
14546,759
14548,257
14549,12
14550,39
14551,44
14555,23
14559,624
14560,53
14561,44
14564,535
14568,295
14569,19
14571,41
14572,20
14580,1000
14585,16
14586,238
14588,11
14589,53
14590,19
14591,58
14592,8
14604,248
14605,458
14606,1200
14607,411
14608,898
14609,746
14610,849
14611,885
14612,985
14613,354
14614,203
14615,740
14616,1200
14617,524
14618,730
14619,266
14620,840
14621,317
14622,607
14623,1200
14624,1100
14625,651
14626,344
14701,132
14706,64
14707,24
14708,20
14709,6
14710,43
14711,30
14712,158
14714,27
14715,29
14716,97
14717,27
14719,32
14720,29
14722,8
14723,57
14724,12
14726,10
14727,15
14728,66
14729,54
14731,25
14732,118
14733,135
14735,9
14736,9
14737,10
14738,15
14739,19
14741,32
14742,44
14743,87
14744,14
14747,103
14748,90
14750,90
14752,6
14753,37
14754,13
14755,42
14756,11
14757,52
14760,72
14767,16
14769,15
14772,6
14774,152
14775,63
14777,25
14779,27
14782,9
14783,18
14784,92
14787,42
14788,30
14802,11
14803,59
14804,14
14805,41
14806,9
14807,23
14808,13
14809,22
14810,31
14812,42
14813,7
14814,191
14815,31
14816,37
14817,214
14818,71
14819,25
14820,23
14821,22
14822,58
14823,21
14824,134
14826,12
14827,58
14830,64
14836,22
14837,15
14838,119
14839,19
14840,25
14841,69
14842,28
14843,35
14845,84
14847,45
14850,199
14855,9
14856,21
14858,43
14859,59
14860,45
14861,74
14864,123
14865,47
14867,202
14869,54
14870,62
14871,70
14872,11
14873,19
14874,8
14877,9
14878,65
14879,40
14880,18
14881,214
14882,234
14883,9
14884,33
14885,7
14889,16
14891,46
14892,59
14894,130
14895,19
14897,24
14898,10
14901,99
14903,173
14904,62
14905,115
